dataset_index,full_name,pdes,neo,a,e,i,q,om,w,moid,diameter,E_M_useful_kg,sigma_M_kg,value_usd,comp_class,value_per_kg,total_mass_kg,dv_out_kms,cargo_LLO_kg,dry_mass_kg,prop_mass_kg,tof_out_days,loiter_days,tof_ret_days,mission_time_days,mission_cost_usd,revenue_LLO_usd,net_cost_usd,direct_cost_usd,feasible,verdict,profit_usd,direct_minus_mining_usd,total_time_years
263949,263950 (2009 HB94),263950,N,2.753700085516449,0.1803675500211925,18.24444371016413,2.257021947598699,234.6179169931524,324.0843826948267,1.27386,3.176,8522266432192.37,852226643219.237,0.9999,C,0.9999,22309597990032.383,6.093736020014782,46437.42237546717,55000.0,1516678.4957134435,388.135593220339,0.0,372.08474576271186,760.2203389830509,1576993964.8405519,46432.778633229624,1576947532.0619187,261888644.41833228,True,direct_cheaper_than_mining,-1576947532.0619187,-1315058887.6435864,2.0813698534785785
213179,213180 (2000 SD173),213180,N,5.178166813353353,0.1560779420548726,25.55565041965493,4.369969193508324,238.4194982444355,49.74277728861701,3.41274,17.277,1371887900890339.0,137188790089033.9,0.9999,C,0.9999,3591329583482563.0,10.180013253173849,36676.79803866232,55000.0,2597173.887974478,1050.8474576271187,0.0,1176.1016949152543,2226.9491525423728,2657714100.1431766,36673.13035885845,2657677427.012818,237170019.9123058,True,direct_cheaper_than_mining,-2657677427.012818,-2420507407.100512,6.097054490191301
611974,       (2010 OY86),2010 OY86,N,2.606563141618261,0.1667040694742121,26.9546873920571,2.17203845856901,239.1140466278825,147.2198153272693,1.2093,3.612,12535938449518.629,1253593844951.863,0.9999,C,0.9999,32816592799786.984,8.697632942590731,50619.65849865021,55000.0,2337120.9559378573,445.7627118644068,1535.2881355932202,557.6271186440678,2538.677966101695,2397607077.096692,50614.59653280035,2397556462.5001593,272480090.2887245,True,direct_cheaper_than_mining,-2397556462.5001593,-2125076372.2114348,6.950521467766447
16666, 16667 (1993 XM1),16667,N,5.205012679667268,0.1990434844531438,16.69096411676414,4.168988819283499,96.61516187732582,238.9837950404644,3.19619,35.390,1.1791126918710982e+16,1179112691871098.2,0.9999,C,0.9999,3.0866824394531364e+16,10.074705962251944,46215.797014264,55000.0,1826286.191128642,906.7796610169491,49.52542372881356,1237.9491525423728,2194.2542372881353,1886666058.6563969,46211.175434562574,1886619847.4809623,261327381.74746636,True,direct_cheaper_than_mining,-1886619847.4809623,-1625292465.733496,6.00754069072727
270847,270848 (2002 TJ22),270848,N,2.349669605407048,0.2850501874065327,21.92940304440019,1.679895844042335,13.40096232018025,71.44201783846204,0.809816,2.455,3936118054332.1074,393611805433.2107,0.9999,C,0.9999,10303973964220.176,6.220996838121247,59429.679277981864,55000.0,1526359.2923509935,388.135593220339,445.728813559322,433.93220338983053,1267.7966101694915,1586676775.0838025,59423.73631005407,1586617351.3474925,294791326.5396094,True,direct_cheaper_than_mining,-1586617351.3474925,-1291826024.807883,3.4710379470759523
605698,       (2010 JB101),2010 JB101,N,2.618906610108375,0.1378505231608041,15.2051747648664,2.257888963795648,146.3112535699546,195.3396209128122,1.24977,2.320,3321831360701.5806,332183136070.1581,0.9999,C,0.9999,8695893614402.043,5.385937333908053,73129.60937623294,55000.0,1112480.426992763,330.50847457627117,693.3559322033898,619.4745762711864,1643.3389830508472,1172711822.9215775,73122.29641529532,1172638700.6251621,329486179.6731881,True,direct_cheaper_than_mining,-1172638700.6251621,-843152520.951974,4.499216928270629
368354,368355 (2002 QF121),368355,N,3.170127164261796,0.0070667860926603,19.07038678733024,3.147724553705426,162.7762462194425,292.3727283920667,2.1698,6.054,59025663285739.97,5902566328573.997,0.9999,C,0.9999,154517443156387.34,7.470088177942053,48529.61624518577,55000.0,1492982.1976397526,532.2033898305085,0.0,557.6271186440678,1089.8305084745762,1553292737.9368618,48524.763283561246,1553244213.1735783,267187091.82034692,True,direct_cheaper_than_mining,-1553244213.1735783,-1286057121.3532314,2.9837933154676963
481298,481299 (2005 YM214),481299,N,2.383311626140255,0.298736038258905,19.49369165699772,1.671330553010727,320.0826306279399,232.4878919355323,0.738548,2.553,4426557098626.242,442655709862.62427,0.9999,C,0.9999,11587845807922.1,6.146789534725063,69340.76877326332,55000.0,1134528.269995078,416.9491525423729,0.0,681.3220338983051,1098.2711864406779,1194764251.875237,69333.834696386,1194694918.0405407,319891001.64499134,True,direct_cheaper_than_mining,-1194694918.0405407,-874803916.3955493,3.0069026322811165
15608, 15609 Kosmaczewski (2000 GP124),15609,N,2.270821078220154,0.2895434509305886,6.729755546917488,1.613319706786371,138.8070659227353,163.4916995006264,0.598697,4.114,18522793636983.645,1852279363698.3645,0.9999,C,0.9999,48488988578491.22,8.21434792489127,110736.89332061855,55000.0,609085.5199119418,561.0169491525423,1188.6101694915253,433.93220338983053,2183.5593220338983,669212209.7000836,110725.81963128649,669101483.8804523,424726022.7852213,True,direct_cheaper_than_mining,-669101483.8804523,-244375461.095231,5.978259608580146
609692,       (2010 MO88),2010 MO88,N,3.505542870091567,0.0978820182675552,29.12388646536293,3.162413258843566,180.2829384466319,152.0703893830979,2.17403,5.472,43586489541809.85,4358648954180.986,0.9999,C,0.9999,114100757962853.02,9.147642964597782,36205.049910806345,55000.0,2269511.1308280122,647.457627118644,49.52542372881356,743.1694915254237,1440.1525423728813,2329983189.1432247,36201.42940581527,2329946987.713819,235975325.34856546,True,direct_cheaper_than_mining,-2329946987.713819,-2093971662.3652534,3.9429227717258897
