dataset_index,full_name,pdes,neo,a,e,i,moid,diameter,E_M_useful_kg,sigma_M_kg,value_usd,comp_class,value_per_kg,total_mass_kg,dv_out_kms,cargo_LLO_kg,dry_mass_kg,prop_mass_kg,tof_out_days,loiter_days,tof_ret_days,mission_time_days,mission_cost_usd,revenue_LLO_usd,net_cost_usd,direct_cost_usd,feasible,verdict,profit_usd,direct_minus_mining_usd,total_time_years
4542,  4543 Phoinix (1989 CQ1),4543,N,5.126248208229624,0.0956849684821704,14.70941186994531,3.68598,63.836,6.920072179329203e+16,6920072179329204.0,0.9999,C,0.9999,1.8115372197196867e+17,9.84235134793523,323433.3142664902,55000.0,2038795.2647469938,935.5932203389831,49.52542372881356,805.0169491525423,1790.135593220339,2099219334.1620612,323400.97093506355,2098895933.191126,963376295.7305498,True,direct_cheaper_than_mining,-2098895933.191126,-1135519637.4605763,4.901124142971496
532409,       (2002 QA112),2002 QA112,N,3.969037794793841,0.325612591348114,8.979621366478705,1.67395,4.577,25506822706473.363,2550682270647.3364,0.9999,C,0.9999,66771787189720.84,9.854726251681726,346448.6935737392,55000.0,1209483.8497296576,906.7796610169491,2872.4745762711864,990.5593220338983,4769.813559322034,1269735422.3704014,346414.04870438186,1269389008.321697,1021662374.5026267,True,direct_cheaper_than_mining,-1269389008.321697,-247726633.81907034,13.0590378078632
611414,       (2010 OP31),2010 OP31,N,3.873415267367024,0.3057550062693824,22.96504613822082,1.78792,5.277,39090831529180.96,3909083152918.096,0.9999,C,0.9999,102332019709897.8,7.519164942052281,324620.46039826574,55000.0,1793089.227017961,445.7627118644068,49.52542372881356,990.5593220338983,1485.8474576271187,1853462189.5771809,324587.9983522259,1853137601.5788286,966382724.259357,True,direct_cheaper_than_mining,-1853137601.5788286,-886754877.3194716,4.068028631422639
25868, 25869 Jacoby (2000 JP70),25869,N,3.972372617420169,0.1429596377564278,16.97372095316656,2.47059,22.676,3101794139899689.0,310179413989968.94,0.9999,C,0.9999,8119879947381385.0,8.005606560882857,332307.60801056924,55000.0,1741106.753342106,820.3389830508474,1683.8644067796608,619.4745762711864,3123.6779661016944,1801468903.5468013,332274.3772497682,1801136629.1695516,985850302.2332809,True,direct_cheaper_than_mining,-1801136629.1695516,-815286326.9362707,8.552164178238725
281359,281360 (2007 VE322),281360,N,3.226129240567772,0.1771238101032411,10.81926400031159,1.68298,6.052,58967183438654.26,5896718343865.426,0.9999,C,0.9999,154364354551450.94,7.242137091409253,326070.62485441915,55000.0,1221128.5824525475,762.7118644067797,0.0,310.2372881355932,1072.9491525423728,1281382577.1976976,326038.01779193373,1281056539.1799057,970055242.4740449,True,direct_cheaper_than_mining,-1281056539.1799057,-311001296.70586073,2.9375746818408563
665174,       (2013 WJ25),2013 WJ25,N,5.159649589933772,0.1188320926375678,16.26259330023701,3.55689,8.168,144964216769700.22,14496421676970.023,0.9999,C,0.9999,379487478454712.6,9.795196473204456,328689.72727053193,55000.0,3065320.3708916195,733.8983050847457,0.0,681.3220338983051,1415.2203389830509,3125957957.528765,328656.8582978049,3125629300.6704674,976688077.3145988,True,direct_cheaper_than_mining,-3125629300.6704674,-2148941223.3558683,3.874662119050105
278,   279 Thule,279,N,4.283402238177374,0.0401337816951411,2.335778756901431,3.12849,126.59,5.3964955811973914e+17,5.396495581197392e+16,0.9999,C,0.9999,1.4126951783239245e+18,8.784229865642528,340607.3026520439,55000.0,1395871.2727619952,705.0847457627119,49.52542372881356,681.3220338983051,1435.9322033898306,1456161613.9867299,340573.24192177865,1455821040.7448082,1006869145.729152,True,direct_cheaper_than_mining,-1455821040.7448082,-448951895.01565623,3.9313681133191802
297008,297009 (2010 FL84),297009,N,3.418440323188134,0.2047276027299644,19.38923905148675,1.79024,5.109,35474912606711.6,3547491260671.16,0.9999,C,0.9999,92866263368354.97,7.539295580785998,335505.2456000905,55000.0,1687737.1198030368,705.0847457627119,841.9322033898304,866.8644067796611,2413.8813559322034,1748088169.1239557,335471.6950755305,1747752697.4288802,993948268.1168449,True,direct_cheaper_than_mining,-1747752697.4288802,-753804429.3120353,6.608846970382487
109965,109966 (2001 SF50),109966,N,2.662328480343105,0.1314660756989005,18.55445295723762,1.34283,5.325,40167283591370.695,4016728359137.07,0.9999,C,0.9999,105149957045473.02,6.738623768218539,352353.66776813724,55000.0,1097958.6605294524,474.5762711864407,1584.8135593220338,495.77966101694915,2555.169491525424,1158187035.9308424,352318.4324013604,1157834717.498441,1036616626.8939118,True,direct_cheaper_than_mining,-1157834717.498441,-121218090.60452914,6.995672803628812
46425, 46426 (2002 JG58),46426,N,2.399376220220899,0.1445116247229392,4.977597704261828,1.04234,3.995,16961489081632.604,1696148908163.2607,0.9999,C,0.9999,44401803878619.38,5.683763712513227,368726.4014486148,55000.0,626807.028669053,474.5762711864407,1436.2372881355932,310.2372881355932,2221.0508474576272,686937404.5310161,368689.52880846994,686568715.0022076,1078080312.2094948,True,mining_cheaper_than_direct,-686568715.0022076,391511597.2072872,6.080905810972285
337859,337860 (2001 VY128),337860,N,5.131463381783194,0.0763374097743364,26.58411517320472,3.79992,15.941,1077606770946107.2,107760677094610.72,0.9999,C,0.9999,2820960133366772.5,8.899831679285379,323260.5398576424,55000.0,3413820.2773817596,676.271186440678,0.0,743.1694915254237,1419.4406779661017,3474530351.999455,323228.21380365663,3474207123.785651,962938747.3126215,True,direct_cheaper_than_mining,-3474207123.785651,-2511268376.4730296,3.886216777456815
20037, 20038 Arasaki (1992 UN5),20038,N,3.985480952744649,0.2406416631070376,19.55725382073325,2.04006,23.979,3667809991660831.0,366780999166083.1,0.9999,C,0.9999,9601596836808458.0,7.100936846956452,335476.3922287077,55000.0,2046724.9992554847,503.3898305084746,1436.2372881355932,1176.1016949152543,3115.7288135593217,2107150718.05533,335442.8445894848,2106815275.2107406,993875197.4168227,True,direct_cheaper_than_mining,-2106815275.2107406,-1112940077.793918,8.530400584693558
609654,       (2010 MO84),2010 MO84,N,2.730881899640192,0.0857858579073336,23.78660888738264,1.59192,3.247,9106688721283.297,910668872128.3296,0.9999,C,0.9999,23839499270375.12,6.744119445683727,341276.77942578023,55000.0,1667616.1053951813,359.3220338983051,1634.3389830508474,557.6271186440678,2551.2881355932204,1727962969.5451035,341242.65174783766,1727621726.8933556,1008564584.9156693,True,direct_cheaper_than_mining,-1727621726.8933556,-719057141.9776863,6.98504623023469
721795,       (2015 OJ2),2015 OJ2,N,3.101395167988102,0.2746219008358993,26.91349295251949,1.25105,3.065,7659581874160.903,765958187416.0903,0.9999,C,0.9999,20051261450682.992,8.896552373745362,338934.55192692153,55000.0,1442716.4938766512,589.8305084745763,0.0,866.8644067796611,1456.6949152542375,1503016578.9073775,338900.65847172885,1502677678.2489057,1002632931.3601009,True,direct_cheaper_than_mining,-1502677678.2489057,-500044746.8888048,3.9882133203401438
288203,288204 (2003 YM12),288204,N,3.4439589217139,0.1673626643417739,9.560004018931158,1.90215,5.398,41841983786455.25,4184198378645.5254,0.9999,C,0.9999,109533988969778.14,8.001760303584772,343638.1145154368,55000.0,1543180.5039970237,589.8305084745763,49.52542372881356,866.8644067796611,1506.2203389830509,1603501485.5418549,343603.7507039853,1603157881.7911508,1014544628.1383176,True,direct_cheaper_than_mining,-1603157881.7911508,-588613253.6528332,4.123806540679126
296859,296860 (2009 WU225),296860,N,3.998172711262009,0.1612572214646631,2.821162360802174,2.36705,5.779,51341873176298.08,5134187317629.808,0.9999,C,0.9999,134402809362036.84,8.272074792905848,342941.2130591672,55000.0,1116151.3153080514,906.7796610169491,0.0,928.7118644067797,1835.491525423729,1176383474.7816355,342906.9189378613,1176040567.8626976,1012779736.3833636,True,direct_cheaper_than_mining,-1176040567.8626976,-163260831.479334,5.025301917655658
154449,154450 (2003 CE6),154450,N,2.356380278086045,0.0684554267457406,2.968927387552985,1.2139,2.070,2359525431127.6436,235952543112.76437,0.9999,C,0.9999,6176768144313.203,6.044616077581189,366944.10930966353,55000.0,611932.985685926,359.3220338983051,1881.966101694915,495.77966101694915,2737.0677966101694,672060267.7469487,366907.41489873256,671693360.33205,1073566685.9677129,True,mining_cheaper_than_direct,-671693360.33205,401873325.6356629,7.493683221383078
16881, 16882 (1998 BO13),16882,N,3.309157544545821,0.1910668417515919,0.5369884932974955,1.67318,9.827,252450650644108.72,25245065064410.875,0.9999,C,0.9999,660865577602378.9,8.041562721040055,356267.72735634964,55000.0,877076.3093550261,589.8305084745763,0.0,866.8644067796611,1456.6949152542375,937258741.2273719,356232.100583614,936902509.1267883,1046528919.9928702,True,mining_cheaper_than_direct,-936902509.1267883,109626410.86608195,3.9882133203401438
36273, 36274 (2000 AV107),36274,N,3.996134127846522,0.1682353216927681,15.55656423366754,2.30754,18.380,1651772180429460.2,165177218042946.03,0.9999,C,0.9999,4324010943532618.5,9.996239454756038,333525.6631572417,55000.0,1584146.4547298746,935.5932203389831,0.0,866.8644067796611,1802.4576271186443,1644475957.1924584,333492.310590926,1644142464.8818674,988935007.3463235,True,direct_cheaper_than_mining,-1644142464.8818674,-655207457.5355439,4.9348600331790395
605861,       (2010 JZ126),2010 JZ126,N,3.58321753102979,0.2959795348814347,26.58429719624631,1.63793,2.842,6106408402424.691,610640840242.4691,0.9999,C,0.9999,15985362310012.281,7.945698022684577,328553.20894665737,55000.0,1689569.2782830368,849.1525423728814,0.0,619.4745762711864,1468.6271186440677,1749920708.6929195,328520.3536257627,1749592188.3392937,976342346.8500707,True,direct_cheaper_than_mining,-1749592188.3392937,-773249841.489223,4.020881912783211
132747,132748 (2002 PB45),132748,N,3.396720231611634,0.2508388826261655,4.785401176547246,1.55052,4.469,23743497376856.81,2374349737685.681,0.9999,C,0.9999,62155752295436.67,8.18578901025361,353705.7427647224,55000.0,1059781.4077186838,877.9661016949153,49.52542372881356,928.7118644067797,1856.2033898305085,1120001842.2514892,353670.3721904459,1119648171.8792987,1040040735.1262666,True,direct_cheaper_than_mining,-1119648171.8792987,-79607436.75303209,5.082007911924732
116711,116712 (2004 DX4),116712,N,2.959449788311888,0.0700109387803928,14.0792425224088,1.764,6.306,66707632179020.414,6670763217902.042,0.9999,C,0.9999,174627309369163.38,7.373503377295605,343150.6899248104,55000.0,1091146.895638959,445.7627118644068,2872.4745762711864,495.77966101694915,3814.016949152542,1151373854.1932518,343116.3748558179,1151030737.818396,1013310233.1841685,True,direct_cheaper_than_mining,-1151030737.818396,-137720504.63422763,10.442209306372463
214479,214480 (2005 TH74),214480,N,3.42761428599364,0.1773097542420231,18.58684661370226,1.81864,6.840,85129862386347.38,8512986238634.738,0.9999,C,0.9999,222853042896197.3,8.831978688137891,339465.60220771434,55000.0,1449668.6187689828,676.271186440678,2278.169491525424,681.3220338983051,3635.762711864407,1509970149.8416867,339431.65564749355,1509630718.1860392,1003977807.674543,True,direct_cheaper_than_mining,-1509630718.1860392,-505652910.5114962,9.95417580250351
108660,108661 (2001 NP20),108661,N,3.402875912358614,0.096788371021818,21.63701194937353,2.06192,8.718,176264243027006.03,17626424302700.605,0.9999,C,0.9999,461424719965984.4,8.684617211494496,332018.6174597193,55000.0,2203697.8605246106,474.5762711864407,1238.135593220339,619.4745762711864,2332.186440677966,2264156229.6796,331985.41559797333,2263824244.264002,985118438.3006313,True,direct_cheaper_than_mining,-2263824244.264002,-1278705805.9633706,6.385178482348983
605978,       (2010 JE138),2010 JE138,N,2.520331320737857,0.0416743083124312,25.74759184808505,1.43687,2.720,5353284669359.749,535328466935.9749,0.9999,C,0.9999,14013834212983.637,7.967855817795127,337967.3045318227,55000.0,2365721.413919745,445.7627118644068,792.4067796610169,372.08474576271186,1610.2542372881358,2426213483.97384,337933.5078013695,2425875550.4660387,1000183392.8532529,True,direct_cheaper_than_mining,-2425875550.4660387,-1425692157.6127858,4.408635831042124
321655,321656 (2010 BM90),321656,N,5.105823634818376,0.05395418314639,12.47751465005042,3.87037,10.477,305931684448677.8,30593168444867.78,0.9999,C,0.9999,800868283897062.2,9.136166012000883,336168.07193694485,55000.0,1887165.9619675034,964.406779661017,0.0,866.8644067796611,1831.271186440678,1947558492.4875925,336134.4551297512,1947222358.0324626,995626865.1786772,True,direct_cheaper_than_mining,-1947222358.0324626,-951595492.8537854,5.013747259248947
2919,  2920 Automedon (1981 JR),2920,N,5.108129723938056,0.026530415892831,21.12013432930235,3.98761,88.574,1.848555098276969e+17,1.8485550982769692e+16,0.9999,C,0.9999,4.839149471929238e+17,10.154962696764878,324164.88153580774,55000.0,2327413.420001868,935.5932203389831,0.0,866.8644067796611,1802.4576271186443,2387897521.9932284,324132.4650476542,2387573389.5281806,965228978.1007717,True,direct_cheaper_than_mining,-2387573389.5281806,-1422344411.427409,4.9348600331790395
269575,269576 (2009 WT198),269576,N,3.946213447907761,0.2650995374463046,5.08402870741708,1.92218,4.985,32954074116450.566,3295407411645.0566,0.9999,C,0.9999,86267209728928.19,10.270980775485752,343511.9066928442,55000.0,1536931.0038499914,1050.8474576271187,1337.186440677966,805.0169491525423,3193.0508474576272,1597250685.4987922,343477.5555021749,1596907207.94329,1014225008.8528353,True,direct_cheaper_than_mining,-1596907207.94329,-582682199.0904547,8.742096776064688
438768,438769 (2008 UC313),438769,N,2.753977238295296,0.1499251542454156,13.83161655217324,1.36028,2.717,5335591124382.581,533559112438.2581,0.9999,C,0.9999,13967516032415.133,7.152470522856708,358940.3644697366,55000.0,860090.6545215289,474.5762711864407,0.0,619.4745762711864,1094.050847457627,920269553.3776693,358904.4704332896,919910648.9072361,1053297330.5952096,True,mining_cheaper_than_direct,-919910648.9072361,133386681.6879735,2.9953479738744067
604141,       (2010 HL34),2010 HL34,N,3.362903024655666,0.291342718111848,24.42072521188792,1.50065,3.446,10885777305031.578,1088577730503.1578,0.9999,C,0.9999,28496799227831.355,6.843491970639068,326487.58741541154,55000.0,1853367.3595021598,330.50847457627117,2278.169491525424,681.3220338983051,3290.0,1913752859.9129362,326454.93865667,1913426404.9742796,971111193.468837,True,direct_cheaper_than_mining,-1913426404.9742796,-942315211.5054426,9.007529089664613
140945,140946 (2001 VO94),140946,N,2.971483272466811,0.2916083361785954,18.11171245452272,1.11085,4.557,25173912129182.812,2517391212918.2812,0.9999,C,0.9999,65900293531892.18,8.136732473926806,349577.843001106,55000.0,1219805.8836319908,906.7796610169491,0.0,557.6271186440678,1464.406779661017,1280059603.2557862,349542.8852168059,1279710060.3705695,1029586895.2145514,True,direct_cheaper_than_mining,-1279710060.3705695,-250123165.15601802,4.009327254376501
245077,245078 (2004 JU36),245078,N,2.89284622916942,0.1956204548213001,4.20140869523122,1.31338,3.189,8627345367020.941,862734536702.0942,0.9999,C,0.9999,22584673735656.914,8.024575484584615,362432.1627386352,55000.0,886452.6587989726,416.9491525423729,0.0,681.3220338983051,1098.2711864406779,946637040.9520028,362395.91952236136,946274645.0324804,1062140253.678955,True,mining_cheaper_than_direct,-946274645.0324804,115865608.6464746,3.0069026322811165
597709,       (2010 BJ16),2010 BJ16,N,5.165277710476156,0.2233309792354519,8.617269052090185,3.0076,9.047,196982387583186.88,19698238758318.688,0.9999,C,0.9999,515660700479546.8,8.674632976019339,333959.21726783,55000.0,2108255.5906402594,705.0847457627119,49.52542372881356,681.3220338983051,1435.9322033898306,2168694107.8031125,333925.8213461032,2168360181.981766,990032976.1742258,True,direct_cheaper_than_mining,-2168360181.981766,-1178327205.8075404,3.9313681133191802
242320,242321 (2003 WB170),242321,N,3.988503283622985,0.2725588878639894,11.47730999542327,1.91979,6.327,67376295616494.586,6737629561649.459,0.9999,C,0.9999,176377737215954.4,8.890920041290439,345424.2731828909,55000.0,1344366.15487451,532.2033898305085,49.52542372881356,1237.9491525423728,1819.677966101695,1404645783.0347238,345389.7307555726,1404300393.3039682,1019068046.3014877,True,direct_cheaper_than_mining,-1404300393.3039682,-385232347.0024805,4.982006751818466
231801,231802 (2000 ED52),231802,N,2.275416391561127,0.0427766572610645,1.306377067756026,1.17099,1.974,2046232938050.0657,204623293805.0066,0.9999,C,0.9999,5356630727879.753,5.49621868606061,375149.0808634136,55000.0,502725.3352408803,359.3220338983051,0.0,372.08474576271186,731.406779661017,562829902.1106104,375111.56595532724,562454790.5446551,1094345644.7639253,True,mining_cheaper_than_direct,-562454790.5446551,531890854.2192702,2.002482627408671
348520,348521 (2005 UF57),348521,N,3.009332628759327,0.2607357886109806,9.542913503255091,1.22284,3.643,12861485721231.78,1286148572123.178,0.9999,C,0.9999,33668810788564.867,8.283296561147012,355947.83846818906,55000.0,896156.0963391046,676.271186440678,1931.4915254237287,681.3220338983051,3289.084745762712,956342496.8071431,355912.24368434225,955986584.5634588,1045718806.5168014,True,mining_cheaper_than_direct,-955986584.5634588,89732221.95334256,9.005023260130628
604178,       (2010 HP37),2010 HP37,N,3.345601274049798,0.1962400323969169,25.57820109328904,1.8319,3.125,8118273740553.946,811827374055.3947,0.9999,C,0.9999,21252025498832.32,7.696490500647701,336404.0439513003,55000.0,1900302.3245225702,474.5762711864407,0.0,619.4745762711864,1094.050847457627,1960697587.4060707,336370.4035469052,1960361217.002524,996224460.5184332,True,direct_cheaper_than_mining,-1960361217.002524,-964136756.4840907,2.9953479738744067
605507,       (2010 JS81),2010 JS81,N,3.264893386854845,0.0656302733286316,24.72583447174159,2.12601,5.400,41888509338667.8,4188850933866.78,0.9999,C,0.9999,109655783609078.0,7.882895497438236,335401.12393282115,55000.0,1769556.5917331364,618.6440677966102,2129.593220338983,557.6271186440678,3305.864406779661,1829924659.504217,335367.5838204279,1829589291.9203966,993684581.6653066,True,direct_cheaper_than_mining,-1829589291.9203966,-835904710.25509,9.050963468253691
275136,275137 (2009 VP72),275137,N,5.208552340985084,0.2247000032324322,11.9621989386659,3.05976,12.007,460486770913709.25,46048677091370.93,0.9999,C,0.9999,1205462751083008.5,8.752187770039788,329252.26547130814,55000.0,1973791.6548601794,647.457627118644,49.52542372881356,743.1694915254237,1440.1525423728813,2034202203.5243905,329219.340244761,2033872984.1841457,978112696.2811183,True,direct_cheaper_than_mining,-2033872984.1841457,-1055760287.9030274,3.9429227717258897
88245, 88246 (2001 DZ25),88246,N,3.998648711584546,0.086024911313857,17.08300562993486,2.68925,10.120,275711679458404.97,27571167945840.496,0.9999,C,0.9999,721758323189541.8,8.344779024570942,329672.93122650665,55000.0,1633128.6411854324,762.7118644067797,1287.6610169491526,681.3220338983051,2731.6949152542375,1693468331.942799,329639.963933384,1693138691.9788656,979178025.555813,True,direct_cheaper_than_mining,-1693138691.9788656,-713960666.4230527,7.478973073933573
6641,  6642 Henze (1990 UE3),6642,N,3.16386492066276,0.2468540738919147,4.320199198610347,1.4028,14.928,7720973932630542.0,2316292179789163.0,7.67585,M,7.67585,7838194125781606.0,7.842888198628533,356231.6961077377,55000.0,1042442.1564232978,532.2033898305085,99.05084745762711,866.8644067796611,1498.1186440677966,1102658984.3918338,2734381.0645685783,1099924603.3272653,1046437671.4339472,True,direct_cheaper_than_mining,-1099924603.3272653,-53486931.89331806,4.101625308878293
286198,286199 (2001 UM68),286199,N,2.742518171196589,0.3179008189921402,2.848220475509486,0.865376,1.191,3921051003258.798,1176315300977.6394,7.67585,M,7.67585,3980580585921.25,7.642686836779933,364794.53453959123,55000.0,720117.2012539315,733.8983050847457,49.52542372881356,310.2372881355932,1093.6610169491523,780266985.6317923,2800108.127945721,777466877.5038466,1068122922.3563333,True,mining_cheaper_than_direct,-777466877.5038466,290656044.8524866,2.994280676109931
598672,       (2010 BX116),2010 BX116,N,2.517334952579514,0.019842171498016,24.78837201797533,1.45868,3.346,86945081092168.45,26083524327650.535,7.67585,M,7.67585,88265085444998.4,6.864380397993221,327389.4350836884,55000.0,1534682.813518644,388.135593220339,792.4067796610169,433.93220338983053,1614.4745762711864,1595002027.543856,2512992.1952871294,1592489035.3485687,973395108.2169657,True,direct_cheaper_than_mining,-1592489035.3485687,-619093927.131603,4.420190489448833
165171,165172 (2000 QU124),165172,N,2.219807082612552,0.2244241393942265,21.96617299979392,0.75645,2.176,23913540504244.2,7174062151273.26,7.67585,M,7.67585,24276597012567.14,8.828028533768,342759.8138943676,55000.0,1175648.8468562455,474.5762711864407,1238.135593220339,495.77966101694915,2208.4915254237285,1235893381.8163917,2630972.9174810816,1233262408.8989105,1012320345.9093874,True,direct_cheaper_than_mining,-1233262408.8989105,-220942062.98952317,6.04652026125593
598518,       (2010 BP103),2010 BP103,N,3.222780330533374,0.0972984516011268,14.72915505080237,1.91653,3.812,128565926208754.62,38569777862626.38,7.67585,M,7.67585,130517820209995.1,6.841847130172513,347453.9467494462,55000.0,1472934.102501844,618.6440677966102,0.0,495.77966101694915,1114.4237288135594,1533240472.7951646,2667004.377156737,1530573468.4180079,1024208162.0389931,True,direct_cheaper_than_mining,-1530573468.4180079,-506365306.37901473,3.051125883130895
600758,       (2010 DC63),2010 DC63,N,2.72218286441515,0.0942991685550102,25.7144838242735,1.48363,4.826,260873016323009.1,78261904896902.72,7.67585,M,7.67585,264833602853685.94,7.46498560659187,337924.53747079347,55000.0,1987972.2603830064,445.7627118644068,1634.3389830508474,495.77966101694915,2575.8813559322034,2048385758.613166,2593858.06094519,2045791900.5522208,1000075085.9574716,True,direct_cheaper_than_mining,-2045791900.5522208,-1045716814.5947492,7.052378797897887
598087,       (2010 BM56),2010 BM56,N,3.248123068997739,0.3089076899943577,11.73227380540188,1.2674,4.421,200552810154259.75,60165843046277.93,7.67585,M,7.67585,203597612448425.97,7.5797623561573,343861.91951943596,55000.0,1134352.3882170524,849.1525423728814,643.8305084745763,557.6271186440678,2050.6101694915255,1194588333.5138016,2639432.5149432626,1191948900.9988582,1015111410.719588,True,direct_cheaper_than_mining,-1191948900.9988582,-176837490.27927017,5.614264666643465
155596,155597 (2000 CE61),155597,N,2.280606307785579,0.0769995650503522,7.689530103785349,1.11392,2.043,19791208171161.46,5937362451348.438,7.67585,M,7.67585,20091679234107.54,6.378275312759126,361830.07086712925,55000.0,552205.7949072142,359.3220338983051,1287.6610169491526,557.6271186440678,2204.6101694915255,612320653.7125549,2777353.349465454,609543300.3630894,1060615465.6760231,True,mining_cheaper_than_direct,-609543300.3630894,451072165.3129337,6.035893687861808
519038,519039 (2010 KO18),519039,N,3.147733200602543,0.2071452961510749,9.242630932563804,1.493,2.786,50189231206972.555,15056769362091.766,7.67585,M,7.67585,50951206500182.79,8.487086245949639,357661.5831972598,55000.0,995492.779829906,474.5762711864407,2080.0677966101694,743.1694915254237,3297.813559322034,1055699842.3281105,2745356.6633846867,1052954485.6647258,1050058837.5430285,True,direct_cheaper_than_mining,-1052954485.6647258,-2895648.1216973066,9.028921449204747
307404,307405 (2002 TP154),307405,N,2.580444889054694,0.1388006232314744,18.46790141191966,1.23931,2.280,27508806471138.44,8252641941341.531,7.67585,M,7.67585,27926446478220.22,5.962462120220392,351109.270599701,55000.0,1232458.6355119988,301.6949152542373,841.9322033898304,495.77966101694915,1639.4067796610168,1292714986.9081855,2695062.094732715,1290019924.8134527,1033465211.033458,True,direct_cheaper_than_mining,-1290019924.8134527,-256554713.77999473,4.488451142124618
6968,  6969 Santaro (1991 VF5),6969,N,2.198429743782346,0.0314412099873267,7.107867744003892,1.1542,6.177,547015976759080.06,164104793027724.0,7.67585,M,7.67585,555320799312803.0,5.657090739715134,366201.58708543563,55000.0,597389.4229782117,388.135593220339,0.0,372.08474576271186,760.2203389830509,657513679.9781911,2810908.452229741,654702771.5259614,1071686260.3499725,True,mining_cheaper_than_direct,-654702771.5259614,416983488.8240111,2.0813698534785785
39182, 39183 (2000 WE165),39183,N,2.764307588733665,0.187007840447975,10.74367707192892,1.25682,3.539,102874774180977.6,30862432254293.277,7.67585,M,7.67585,104436623891271.55,6.132853280581598,360546.49871946033,55000.0,1157189.173453104,359.3220338983051,2426.7457627118642,681.3220338983051,3467.3898305084745,1217429868.8011823,2767500.8421957693,1214662367.9589865,1057364839.8092961,True,direct_cheaper_than_mining,-1214662367.9589865,-157297528.1496904,9.49319597675147
207563,207564 (2006 PZ),207564,N,2.455089068329596,0.1805545530929199,11.19002539173493,1.00845,2.498,36177996224968.19,10853398867490.455,7.67585,M,7.67585,36727252282858.33,7.128371891780986,365200.026278413,55000.0,1015207.8004547134,705.0847457627119,1436.2372881355932,433.93220338983053,2575.2542372881358,1075418963.677208,2803220.6217091563,1072615743.0554988,1069149823.6780486,True,direct_cheaper_than_mining,-1072615743.0554988,-3465919.3774502277,7.050661840624602
673353,       (2014 FF56),2014 FF56,N,2.254336105232921,0.3048989090389082,20.39893364111521,0.709524,1.640,10237614006994.498,3071284202098.349,7.67585,M,7.67585,10393041949346.982,5.790002482269008,354075.336547554,55000.0,1094023.8316937694,215.25423728813558,0.0,495.77966101694915,711.0338983050847,1154251388.6507618,2717829.172038542,1151533559.4787233,1040976725.4504846,True,direct_cheaper_than_mining,-1151533559.4787233,-110556834.02823865,1.9467047181521826
165740,165741 (2001 QS161),165741,N,3.184174875345227,0.1246396461512316,17.66137185870658,1.86272,5.927,483250140215917.0,144975042064775.1,7.67585,M,7.67585,490586866809046.25,7.3498625141638945,337327.1705714075,55000.0,1464172.2587407455,820.3389830508474,841.9322033898304,743.1694915254237,2405.4406779661017,1524476806.5705636,2589272.762230538,1521887533.808333,998562263.8706124,True,direct_cheaper_than_mining,-1521887533.808333,-523325269.93772054,6.585737653569067
600911,       (2010 DR82),2010 DR82,N,2.270437483018676,0.0685024360995258,25.27698174747765,1.1055,1.620,9867616229979.184,2960284868993.755,7.67585,M,7.67585,10017426848498.479,7.988018328958829,330480.19533367135,55000.0,1455238.243079169,388.135593220339,2476.271186440678,433.93220338983053,3298.3389830508477,1515540932.6337295,2536716.407351961,1513004216.2263775,981222408.95319,True,direct_cheaper_than_mining,-1513004216.2263775,-531781807.2731875,9.030359980974257
117644,117645 (2005 ER139),117645,N,3.276208872077058,0.2376073645224743,2.61079796933286,1.48423,4.367,193293292049535.56,57987987614860.664,7.67585,M,7.67585,196227879994858.66,8.51720120139837,358442.28801534604,55000.0,853147.7839376169,676.271186440678,148.57627118644066,619.4745762711864,1444.322033898305,913325238.6766758,2751349.236462594,910573889.4402132,1052035959.9670062,True,mining_cheaper_than_direct,-910573889.4402132,141462070.526793,3.954338217380712
24820, 24821 (1995 BJ11),24821,N,3.030157975308633,0.1311636575630579,4.224855712270339,1.61669,7.024,804304902152372.5,241291470645711.75,7.67585,M,7.67585,816515897397958.9,7.347409452035779,352607.2449487541,55000.0,805187.0528421736,647.457627118644,891.457627118644,495.77966101694915,2034.6949152542372,865354531.7491647,2706560.321139894,862647971.4280248,1037258807.0347179,True,mining_cheaper_than_direct,-862647971.4280248,174610835.60669315,5.570691075302498
597968,       (2010 BL43),2010 BL43,N,2.94669182067133,0.3177167013587074,27.56171367762163,0.99463,4.377,194624202875111.16,58387260862533.34,7.67585,M,7.67585,197578996771833.9,8.533414909965323,334686.5927329323,55000.0,1342124.9473305068,705.0847457627119,49.52542372881356,681.3220338983051,1435.9322033898306,1402404109.3195515,2569004.082829078,1399835105.2367225,991875042.8675379,True,direct_cheaper_than_mining,-1399835105.2367225,-407960062.3691846,3.9313681133191802
714312,       (2015 FN119),2015 FN119,N,2.882276784372428,0.2506671063466281,8.349811231220396,1.18192,2.334,29510037550361.66,8853011265108.498,7.67585,M,7.67585,29958060342788.055,7.992079023709579,354185.8204306875,55000.0,992998.157907094,733.8983050847457,742.8813559322034,619.4745762711864,2096.2542372881353,1053204701.5239387,2718677.2297528926,1050486024.2941858,1041256524.1116059,True,direct_cheaper_than_mining,-1050486024.2941858,-9229500.182579875,5.7392313135883235
