dataset_index,full_name,pdes,neo,a,e,i,q,om,w,moid,diameter,E_M_useful_kg,sigma_M_kg,value_usd,comp_class,value_per_kg,total_mass_kg,dv_out_kms,cargo_LLO_kg,dry_mass_kg,prop_mass_kg,tof_out_days,loiter_days,tof_ret_days,mission_time_days,mission_cost_usd,revenue_LLO_usd,net_cost_usd,direct_cost_usd,feasible,verdict,profit_usd,direct_minus_mining_usd,total_time_years
323,   324 Bamberga,324,N,2.681447012425728,0.340654613905214,11.1017016423816,1.767999715700552,327.8510060595319,44.28056641682998,0.784536,220.691,2.859351153802886e+18,2.8593511538028864e+17,0.9999,C,0.9999,7.485212444510173e+18,8.137503922852213,365603.00596157304,55000.0,707108.193551504,359.3220338983051,0.0,743.1694915254237,1102.491525423729,767255272.0557628,365566.44566097687,766889705.6101018,1070170363.2591108,True,mining_cheaper_than_direct,-766889705.6101018,303280657.649009,3.0184572906878273
17396, 17397 (1981 EF48),17397,N,3.929698841303567,0.023664952746748,1.722530435715835,3.836702703915168,221.5168245216603,180.5135420054132,2.84365,13.225,615319485608068.4,61531948560806.84,0.9999,C,0.9999,1610783993738399.0,8.592636175576327,343605.8356289025,55000.0,1302967.867453027,647.457627118644,198.10169491525423,619.4745762711864,1465.0338983050847,1363238884.7694573,343571.4750453396,1362895313.294412,1014462882.3761429,True,direct_cheaper_than_mining,-1362895313.294412,-348432430.91826904,4.011044211649787
102558,102559 (1999 UJ25),102559,N,3.422892634443533,0.2003462810497106,13.41430839017547,2.737128824700324,7.196046749379498,79.70419207699244,1.79305,9.581,233962442534287.53,23396244253428.754,0.9999,C,0.9999,612467127053108.8,8.459135704454319,337570.7820570262,55000.0,1378913.9760803098,445.7627118644068,49.52542372881356,557.6271186440678,1052.915254237288,1439200790.1873345,337537.0249788205,1438863253.1623557,999179206.0487535,True,direct_cheaper_than_mining,-1438863253.1623557,-439684047.11360216,2.8827248575969557
290250,290251 (2005 SA108),290251,N,4.016792496870457,0.0995814676683908,3.236370696130929,3.616794404712717,215.6311632314201,53.50015588032819,2.60173,5.088,35039260682185.754,3503926068218.5757,0.9999,C,0.9999,91725813304151.19,8.348861105713873,345504.15114261984,55000.0,1196308.253015695,618.6440677966102,99.05084745762711,743.1694915254237,1460.864406779661,1256557085.132322,345469.6007275056,1256211615.5315945,1019270335.9527142,True,direct_cheaper_than_mining,-1256211615.5315945,-236941279.5788803,3.999628765994965
419265,419266 (2009 VR108),419266,N,2.678174159852684,0.2608283455844865,24.18947930177155,1.979630424551187,53.1894009453091,64.19050594007754,1.09847,2.203,2844180258429.6826,284418025842.96826,0.9999,C,0.9999,7445498058716.446,8.291128791271086,344340.0985990843,55000.0,2144457.7005460183,416.9491525423729,0.0,681.3220338983051,1098.2711864406779,2204903747.7477317,344305.6645892244,2204559442.0831423,1016322391.5655463,True,direct_cheaper_than_mining,-2204559442.0831423,-1188237050.517596,3.0069026322811165
63320, 63321 (2001 FF47),63321,N,2.560179343812602,0.0689872397580483,25.98641640789214,2.383559637597399,191.1054905745592,52.74788113748597,1.42308,3.843,15098186287975.246,1509818628797.525,0.9999,C,0.9999,39524047874280.75,6.751927182128918,334644.31731618015,55000.0,1883131.8189160891,561.0169491525423,2179.1186440677966,372.08474576271186,3112.2203389830506,1943523510.3344235,334610.85288444854,1943188899.481539,991767981.0529987,True,direct_cheaper_than_mining,-1943188899.481539,-951420918.4285403,8.52079490481328
36273, 36274 (2000 AV107),36274,N,3.996134127846522,0.1682353216927681,15.55656423366754,3.323843217320813,109.6195430653712,185.8743916,2.30754,18.380,1651772180429460.2,165177218042946.03,0.9999,C,0.9999,4324010943532618.5,9.996239454756038,333525.6631572417,55000.0,1584146.4547298746,935.5932203389831,0.0,866.8644067796611,1802.4576271186443,1644475957.1924584,333492.310590926,1644142464.8818674,988935007.3463235,True,direct_cheaper_than_mining,-1644142464.8818674,-655207457.5355439,4.9348600331790395
298320,298321 (2003 ED56),298321,N,3.349440222190866,0.1351050642296332,26.80413727734228,2.896913885838452,169.8439358500995,109.0476971359388,1.99604,5.598,46667260635288.32,4666726063528.832,0.9999,C,0.9999,122165603757299.27,8.524917010972999,317776.1273118704,55000.0,1871366.6860353798,676.271186440678,0.0,805.0169491525423,1481.2881355932204,1931755930.3060753,317744.3496991392,1931438185.9563763,949049560.5478067,True,direct_cheaper_than_mining,-1931438185.9563763,-982388625.4085696,4.0555458880033415
8129,  8130 Seeberg (1976 DJ1),8130,N,3.995571567279944,0.1322658838147918,5.964375348646168,3.46709376258841,113.5798610033564,92.40787808077198,2.4708,23.617,3504191363950047.0,350419136395004.75,0.9999,C,0.9999,9173275821858762.0,8.511217357453285,345835.19661033613,55000.0,1383482.6274882227,647.457627118644,0.0,805.0169491525423,1452.4745762711864,1443770391.8747401,345800.6130906751,1443424591.2616494,1020108703.2874805,True,direct_cheaper_than_mining,-1443424591.2616494,-423315887.9741689,3.976658661933433
53417, 53418 (1999 PY3),53418,N,5.151872151907995,0.0942851491174087,26.36800543985824,4.666127117831524,148.5271470191446,129.11754660257,3.7074,25.302,4309016731194528.0,430901673119452.8,0.9999,C,0.9999,1.128014851098044e+16,9.885158580910424,312025.16128773213,55000.0,2664981.7545045186,935.5932203389831,0.0,866.8644067796611,1802.4576271186443,2725536070.7094555,311993.95877160336,2725224076.750684,934485331.3763638,True,direct_cheaper_than_mining,-2725224076.750684,-1790738745.37432,4.9348600331790395
154261,154262 (2002 RW12),154262,N,3.952897831817385,0.2782028843162435,5.089060156280012,2.853190253598364,354.081865942709,344.8048864065382,1.84398,8.916,188548814278006.56,18854881427800.656,0.9999,C,0.9999,493583283450278.94,8.997649763788935,351021.29731819837,55000.0,1057136.0887279366,935.5932203389831,148.57627118644066,743.1694915254237,1827.3389830508477,1117355973.0343919,350986.1951884666,1117004986.8392034,1033242420.1097437,True,direct_cheaper_than_mining,-1117004986.8392034,-83762566.72945964,5.0029814731029365
124071,124072 (2001 FG194),124072,N,3.235406723000714,0.1727984570077182,17.95073996602208,2.676333433473793,90.45455685582488,65.20236178416455,1.74533,8.989,193218082332679.03,19321808233267.902,0.9999,C,0.9999,505806498253086.44,7.951488688194526,337078.4313291712,55000.0,1404430.1747112551,561.0169491525423,0.0,928.7118644067797,1489.7288135593221,1464722296.1875951,337044.7234860383,1464385251.4641092,997932335.7311217,True,direct_cheaper_than_mining,-1464385251.4641092,-466452915.7329875,4.078655204816761
597299,       (2010 AD112),2010 AD112,N,5.089031039838678,0.1327802313653204,15.89248807238228,4.413308320943602,205.0583399275031,228.1254100148184,3.45103,8.047,138616723821774.28,13861672382177.428,0.9999,C,0.9999,362871004769042.56,8.829957230478305,319992.6559564549,55000.0,2033619.627218618,1050.8474576271187,0.0,805.0169491525423,1855.864406779661,2094042620.1010797,319960.6566908593,2093722659.4443889,954662883.7719922,True,direct_cheaper_than_mining,-2093722659.4443889,-1139059775.6723967,5.081079826912145
